Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Total_Score_Original,Week_of_Semester,Learning_Efficiency (%)
S3716,Sara,Brown,student2716@university.com,Female,18,Mathematics,69.74,68.53,87.52,56.77,48.36999999999999,80.39999999999999,63.66,64.106,C,18.0,Yes,No,Master's,Low,7,7.9,67.586,14,81.1252894262897
S3717,John,Davis,student2717@university.com,Female,19,Mathematics,62.74,44.14,25.109999999999992,78.98,30.369999999999997,9.9,95.43,20.0,D,5.7,No,No,High School,High,5,4.7,21.823249999999994,6,80.30581283925457
S3718,John,Davis,student2718@university.com,Female,19,Mathematics,57.84,82.08,53.3,85.52,64.5,27.6,58.92,59.70700000000001,D,18.2,Yes,No,,High,1,7.6,62.98700000000001,7,76.10473797846655
S3719,Sara,Williams,student2719@university.com,Male,23,Engineering,84.63,71.1,79.66000000000001,83.78,56.050000000000004,37.3,52.18,64.39900000000002,D,16.2,Yes,No,,Low,4,6.6,65.83900000000001,10,78.27592434666353
S3720,Emma,Smith,student2720@university.com,Male,23,Business,54.66,69.78,85.66,69.69,80.94,10.4,89.83,26.596666666666657,B,19.7,No,No,Master's,Medium,10,8.8,48.77499999999999,7,84.32424611649458
S3721,Ahmed,Davis,student2721@university.com,Male,21,Business,34.46,58.03,75.88999999999999,56.88,64.53999999999999,76.2,78.18,55.002999999999986,C,28.0,Yes,Yes,,Medium,3,7.9,66.48299999999999,2,80.74903153470542
S3722,Maria,Jones,student2722@university.com,Female,18,Mathematics,91.33,94.28,73.09000000000002,74.97,73.46000000000001,78.7,62.32,70.257,C,11.9,Yes,No,Master's,Low,4,6.9,72.857,4,82.74413930700527
S3723,John,Brown,student2723@university.com,Male,21,CS,92.88,45.43,42.019999999999996,94.52,64.85000000000001,83.6,83.54,60.98450000000001,C,21.0,No,No,,High,6,7.0,65.78450000000001,17,92.18022091043547
S3724,Ahmed,Jones,student2724@university.com,Male,20,Mathematics,95.33,92.19,40.99,73.44,56.63,58.4,88.34,20.0,C,15.7,No,No,Bachelor's,Low,10,4.9,33.0865,1,82.17468527089038
S3725,Sara,Smith,student2725@university.com,Male,24,Engineering,17.31,62.6,91.72000000000001,59.78,68.71000000000001,50.7,92.23,31.411555555555548,B,15.9,No,Yes,,Low,4,8.5,50.89733333333332,10,70.39655566557339
S3726,Liam,Williams,student2726@university.com,Male,19,Mathematics,60.95,92.84,55.64,54.65,71.66,26.3,64.11,56.9875,D,21.2,Yes,Yes,High School,Medium,7,6.8,62.1875,19,76.44101737264944
S3727,Ahmed,Davis,student2727@university.com,Male,22,Business,57.9,83.73,29.37,97.2,66.79,65.5,51.28,45.31200000000001,D,28.8,Yes,No,PhD,Medium,8,6.9,56.47200000000001,15,76.90944284163213
S3728,Omar,Jones,student2728@university.com,Male,22,Mathematics,31.17,46.25,77.22999999999999,87.15,35.28,44.5,75.5,55.500499999999995,C,26.6,Yes,Yes,Master's,Low,3,6.9,64.9005,10,89.05151305002082
S3729,Ali,Johnson,student2729@university.com,Female,18,CS,36.04,89.89,32.830000000000005,65.65,71.98,97.1,92.8,62.69550000000001,C,21.0,Yes,Yes,High School,Low,3,5.4,69.41550000000001,19,63.32957786464014
S3730,John,Brown,student2730@university.com,Female,18,Business,25.15,80.93,78.73,64.77,82.10000000000001,96.8,60.39,28.897111111111116,C,16.5,Yes,Yes,Master's,High,2,8.1,47.125666666666675,12,77.01280851263726
S3731,Sara,Jones,student2731@university.com,Male,22,CS,41.51,41.94,73.43999999999998,94.76,73.86999999999999,90.5,71.06,29.276888888888887,C,15.6,Yes,Yes,High School,Medium,6,8.3,46.97533333333333,16,85.98771774339075
S3732,Liam,Brown,student2732@university.com,Female,18,Mathematics,11.45,48.02,25.9,58.88,41.36,36.0,62.82,34.708,F,24.7,No,Yes,Master's,Low,6,5.4,44.388,9,80.45395451483553
S3733,Maria,Davis,student2733@university.com,Female,19,Business,27.38,78.14,51.199999999999996,76.75,67.83999999999999,36.8,50.67,53.9305,D,10.5,No,Yes,Master's,Medium,1,6.2,58.490500000000004,15,71.41021343140096
S3734,Liam,Johnson,student2734@university.com,Male,20,Engineering,62.29,79.76,36.44,85.68,62.58,85.3,94.93,20.0,C,19.7,Yes,No,PhD,Medium,9,4.9,32.382000000000005,17,86.63226960873601
S3735,Emma,Williams,student2735@university.com,Male,20,Business,83.69,84.8,67.79,69.82,65.31000000000002,72.9,56.75,61.8295,C,17.6,No,No,,Low,2,5.2,66.0695,14,77.97230042966461
S3736,Omar,Williams,student2736@university.com,Female,21,CS,52.16,83.21,55.59,52.0,59.99000000000001,70.4,88.34,61.724000000000004,C,21.2,No,No,Master's,Medium,4,5.7,68.244,18,71.60310775387478
S3737,Sara,Johnson,student2737@university.com,Male,19,Business,67.86,79.57,28.18,61.39,43.46,28.0,67.33,20.0,F,9.7,No,Yes,Master's,Low,9,8.5,32.868,2,79.37784607928094
S3738,Maria,Brown,student2738@university.com,Female,24,Engineering,58.48,85.97,86.46000000000002,95.09,47.06,83.3,63.88,68.95700000000002,B,22.4,Yes,No,PhD,Low,7,7.1,74.99700000000001,4,87.19646741917734
S3739,Emma,Davis,student2739@university.com,Female,18,Engineering,84.87,74.51,51.62,76.16,45.51,57.9,97.05,65.98250000000002,C,20.7,Yes,No,Master's,High,3,6.9,70.66250000000001,18,69.94450628084996
S3740,Emma,Jones,student2740@university.com,Female,18,Engineering,61.22,55.65,42.61000000000001,90.77,49.24,44.7,82.86,20.0,D,9.5,Yes,No,Master's,Medium,10,8.7,39.65366666666667,7,84.87061684647965
S3741,Sara,Johnson,student2741@university.com,Male,24,Engineering,53.42,94.74,49.03000000000001,77.78,58.85000000000001,86.5,84.35,70.8425,C,16.2,No,No,Bachelor's,High,2,8.0,73.0025,13,77.54090254758584
S3742,Omar,Smith,student2742@university.com,Female,21,CS,74.07,41.09,31.37,97.18,44.09,39.4,87.98,20.0,D,22.0,No,No,Bachelor's,Medium,9,4.1,24.776,15,81.76503090273248
S3743,Ahmed,Brown,student2743@university.com,Male,21,Business,18.07,61.99,74.19000000000001,95.46,34.78999999999999,65.4,67.05,20.0,C,27.5,Yes,Yes,Bachelor's,High,2,4.6,26.1425,1,71.36882607993967
S3744,Ahmed,Williams,student2744@university.com,Male,18,Mathematics,86.47,83.73,42.35,74.14,71.41,46.6,78.18,57.20900000000001,C,8.1,No,No,PhD,Low,4,5.2,64.88900000000001,11,79.36481548562479
S3745,Emma,Johnson,student2745@university.com,Male,18,Engineering,61.88,65.63,45.05,65.91,71.65,59.3,63.51,47.644499999999994,D,5.2,Yes,No,Master's,Medium,2,5.5,57.284499999999994,10,72.57734229034472
S3746,Ahmed,Williams,student2746@university.com,Male,24,Mathematics,45.97,41.49,79.96000000000001,80.08,54.040000000000006,4.1,91.73,23.36244444444445,C,9.1,Yes,Yes,PhD,High,7,8.2,44.283666666666676,5,74.2851142957345
S3747,Ali,Brown,student2747@university.com,Male,19,Mathematics,22.76,43.96,53.07000000000001,83.74,39.82000000000001,46.1,79.97,46.164500000000004,C,29.7,No,Yes,PhD,Low,6,7.8,58.8845,16,72.32279523757425
S3748,Emma,Williams,student2748@university.com,Female,24,Business,54.14,78.92,41.88,74.92,71.96,55.6,62.17,20.0,D,24.2,No,Yes,High School,Low,8,4.7,24.508499999999998,11,83.30210467970656
S3749,Emma,Johnson,student2749@university.com,Male,21,Mathematics,68.9,97.89,84.54000000000002,91.11,71.84000000000002,49.3,94.99,81.54700000000001,A,20.4,No,No,,Medium,3,6.7,86.227,6,79.26319932621855
S3750,Maria,Brown,student2750@university.com,Male,24,Mathematics,90.78,73.11,68.26,59.17,47.95,84.7,79.04,20.0,C,8.3,Yes,No,High School,Medium,7,4.5,29.390500000000003,9,80.15713504676923
S3751,Ahmed,Smith,student2751@university.com,Male,24,CS,58.96,70.41,47.989999999999995,66.72,80.0,31.1,74.75,20.0,D,15.4,No,No,,High,8,4.9,30.4275,13,79.12706137886121
S3752,Omar,Johnson,student2752@university.com,Male,24,Mathematics,54.11,59.1,61.660000000000004,84.32,50.27000000000001,88.4,51.72,50.867000000000004,D,22.9,No,No,High School,Low,1,5.2,59.347,8,85.40360249443494
S3753,Emma,Jones,student2753@university.com,Male,19,Business,9.16,55.4,71.9,62.33,55.89,40.3,95.49,20.0,B,27.4,No,Yes,Master's,Low,8,8.5,41.672999999999995,14,80.02020978911581
S3754,Liam,Davis,student2754@university.com,Female,23,Mathematics,67.89,41.26,66.11,71.99,93.16,69.5,97.61,73.476,C,14.5,No,Yes,PhD,Medium,1,5.8,75.316,1,81.2441853937569
S3755,Omar,Johnson,student2755@university.com,Male,18,Business,31.77,56.38,56.17999999999999,98.19,37.239999999999995,8.7,78.13,20.0,C,30.0,Yes,Yes,High School,Low,6,8.6,35.795,17,76.94157802579903
S3756,Ali,Brown,student2756@university.com,Male,22,Engineering,16.52,66.95,85.95,81.29,84.21000000000001,20.0,72.13,66.77550000000001,C,8.5,No,Yes,High School,High,2,7.8,72.9355,5,85.74704646833123
S3757,Maria,Davis,student2757@university.com,Female,24,Mathematics,89.5,51.88,79.26,97.45,63.870000000000005,76.10000000000001,67.98,71.3965,C,14.7,Yes,No,Master's,Low,9,7.7,72.4765,2,86.12194643401452
S3758,Sara,Johnson,student2758@university.com,Male,22,Mathematics,51.97,45.24,24.71,86.12,55.57000000000001,1.2,63.4,36.58250000000001,F,26.9,Yes,No,PhD,Low,10,8.0,47.30250000000001,9,79.81555523465548
S3759,Omar,Smith,student2759@university.com,Female,23,Mathematics,5.14,83.06,38.75,86.23,57.080000000000005,96.9,78.73,20.0,C,21.2,No,Yes,,Low,10,4.5,29.4525,4,77.07852485159759
S3760,Emma,Smith,student2760@university.com,Female,18,Engineering,11.88,93.68,56.58999999999999,79.59,70.03999999999999,19.1,56.4,20.0,C,25.3,No,Yes,High School,High,10,8.1,38.246,17,84.33508721491661
S3761,Ali,Jones,student2761@university.com,Female,21,CS,36.38,96.21,32.129999999999995,57.11,28.649999999999995,90.1,95.96,51.32849999999999,C,27.7,Yes,Yes,,Medium,3,5.3,63.528499999999994,17,97.0656903707015
S3762,John,Williams,student2762@university.com,Female,22,Mathematics,23.59,77.08,88.57000000000001,75.99,72.48,51.6,58.8,26.23511111111111,C,17.7,Yes,Yes,Bachelor's,Medium,4,8.9,46.01266666666667,18,71.56687123856253
S3763,Ali,Davis,student2763@university.com,Male,21,Business,58.02,43.17,54.879999999999995,62.63,78.59,56.5,87.28,23.13866666666667,D,10.9,No,Yes,High School,Low,10,8.2,41.788000000000004,16,77.79201302071456
S3764,Ali,Brown,student2764@university.com,Male,22,CS,99.34,84.45,50.95,99.93,57.13,8.4,65.34,20.0,C,22.3,No,No,PhD,Low,5,9.0,39.69166666666667,8,81.78485048697634
S3765,Maria,Brown,student2765@university.com,Female,21,CS,30.16,46.61,71.46000000000001,63.35,44.62,36.5,61.3,20.0,D,19.1,Yes,Yes,Bachelor's,High,3,8.7,36.52,11,79.7480002470049
S3766,Sara,Williams,student2766@university.com,Female,24,CS,17.41,80.18,53.69,61.53,44.48,15.6,77.89,51.730000000000004,D,24.3,No,Yes,Bachelor's,High,7,5.8,60.61000000000001,18,80.7848423518108
S3767,John,Smith,student2767@university.com,Male,22,Mathematics,58.28,86.76,54.37,81.19,75.42,52.6,88.26,27.72488888888889,C,17.8,Yes,No,High School,High,2,8.7,48.00733333333334,10,78.14471642599807
S3768,Ahmed,Smith,student2768@university.com,Female,21,Engineering,69.76,83.55,24.999999999999996,75.55,75.17,55.1,86.34,53.54900000000001,C,25.3,No,No,High School,Low,7,5.7,63.349000000000004,13,77.75434129522779
S3769,Ahmed,Johnson,student2769@university.com,Female,23,Engineering,43.2,97.11,54.91000000000001,51.07,50.2,71.0,61.69,49.45949999999999,C,27.6,No,Yes,Bachelor's,Medium,5,7.3,59.89949999999999,17,72.00280267471368
S3770,Omar,Jones,student2770@university.com,Female,19,Mathematics,54.85,84.29,75.49,56.48,61.459999999999994,87.8,66.53,20.101777777777777,C,23.7,Yes,No,High School,Medium,9,8.1,42.57266666666666,18,74.91246000433244
S3771,Ali,Davis,student2771@university.com,Male,21,Business,71.63,81.59,64.75,90.55,45.019999999999996,46.8,93.44,66.2225,B,23.6,Yes,No,PhD,Low,2,5.9,74.4225,10,72.59116388710257
S3772,Liam,Jones,student2772@university.com,Female,19,Business,66.91,55.7,50.57000000000001,74.18,58.290000000000006,23.3,86.16,20.0,D,19.7,Yes,No,PhD,Low,9,5.0,28.479250000000004,16,67.1908210838412
S3773,Maria,Jones,student2773@university.com,Male,19,Business,49.47,95.49,41.17999999999999,57.3,60.36,33.4,85.63,25.211777777777776,D,16.8,Yes,Yes,Bachelor's,High,9,8.5,42.67766666666666,5,79.02287898515314
S3774,Liam,Johnson,student2774@university.com,Male,18,Mathematics,64.81,50.77,60.10000000000001,73.26,53.900000000000006,84.7,63.45,20.0,C,29.3,Yes,No,High School,Medium,8,4.5,21.758750000000003,13,79.13751982801271
S3775,Maria,Jones,student2775@university.com,Male,24,Engineering,11.69,94.29,83.85999999999999,62.66,86.58999999999999,14.6,89.6,72.56049999999999,B,21.1,Yes,Yes,Bachelor's,Medium,5,5.8,78.8805,18,68.68044746906656
S3776,Ahmed,Williams,student2776@university.com,Female,23,Mathematics,65.1,58.76,44.980000000000004,61.18,72.35000000000001,62.7,67.92,48.07400000000001,D,26.0,No,No,PhD,Low,3,6.7,57.23400000000001,17,65.67035890298169
S3777,Omar,Johnson,student2777@university.com,Female,19,Engineering,11.73,47.81,77.16,97.89,53.05,1.3,70.07,63.27199999999999,D,17.6,No,Yes,High School,Low,10,8.0,66.55199999999999,9,75.95988372676784
S3778,Omar,Williams,student2778@university.com,Male,20,CS,2.57,89.6,55.290000000000006,68.1,69.51999999999998,24.6,64.38,22.533111111111104,D,18.9,No,Yes,PhD,Low,1,8.3,40.819666666666656,14,80.36371664348616
S3779,Omar,Johnson,student2779@university.com,Male,24,Mathematics,71.36,40.15,58.61999999999999,52.32,41.8,59.1,56.07,44.99349999999998,F,21.6,No,No,High School,High,10,6.6,50.75349999999999,17,81.5564662599455
S3780,John,Jones,student2780@university.com,Male,19,Engineering,61.95,89.93,76.83000000000001,98.52,48.99,45.6,71.02,67.27600000000001,B,23.2,Yes,No,Master's,Medium,3,6.9,73.956,4,79.08801506308721
S3781,Sara,Williams,student2781@university.com,Female,21,CS,68.45,55.74,39.96999999999999,89.74,53.56999999999999,49.400000000000006,50.85,20.98244444444444,F,16.2,Yes,No,PhD,Medium,6,8.3,35.25366666666666,18,71.07816453882593
S3782,John,Williams,student2782@university.com,Female,19,CS,51.55,93.08,68.38,62.72,63.34,66.10000000000001,72.8,69.708,C,13.9,Yes,Yes,,Low,4,6.3,71.428,15,77.87532105131238
S3783,Emma,Williams,student2783@university.com,Male,21,Mathematics,46.47,81.49,46.00000000000001,70.44,77.06,23.5,86.25,64.5735,C,11.0,Yes,Yes,High School,High,6,6.8,68.0135,11,79.3412090590411
S3784,Emma,Johnson,student2784@university.com,Male,21,Engineering,60.74,79.97,52.47,93.11,67.05000000000001,28.1,98.04,20.0,C,15.6,No,No,Master's,Medium,4,4.1,35.72675,12,78.98738501265458
S3785,Liam,Brown,student2785@university.com,Female,20,CS,55.82,61.92,66.83,67.87,84.81,68.4,53.93,20.53333333333333,D,10.3,No,No,Master's,Low,9,8.8,39.68,9,80.87265704172242
S3786,Sara,Jones,student2786@university.com,Male,19,Mathematics,93.99,43.56,40.51,78.37,59.519999999999996,53.8,64.06,55.54899999999999,F,15.4,No,No,Master's,Low,8,6.8,56.108999999999995,13,82.34075989842127
S3787,Ahmed,Williams,student2787@university.com,Female,19,CS,33.22,89.8,55.150000000000006,76.74,47.730000000000004,1.5,74.71,52.7175,C,26.9,No,Yes,PhD,Low,10,7.6,62.957499999999996,15,81.28618875338262
S3788,Sara,Davis,student2788@university.com,Female,22,Business,59.09,50.25,29.65,70.06,39.129999999999995,67.0,58.52,32.494,F,29.4,Yes,Yes,,Medium,6,5.2,46.174,15,81.39657920886252
S3789,Maria,Brown,student2789@university.com,Male,24,Mathematics,74.52,62.34,72.41000000000001,81.98,54.040000000000006,62.0,55.84,59.962500000000006,D,19.4,No,No,Master's,High,10,7.3,63.8425,5,79.09583307800574
S3790,Emma,Davis,student2790@university.com,Male,22,CS,56.4,76.02,36.73,73.66,87.9,7.9,72.62,54.9615,D,8.7,Yes,Yes,Bachelor's,High,8,6.3,60.8415,19,70.32975297409773
S3791,Ali,Jones,student2791@university.com,Female,18,Mathematics,77.35,68.94,77.27000000000001,51.06,62.480000000000004,74.80000000000001,79.04,20.0,C,15.7,No,No,High School,Low,7,4.6,33.27275,14,78.93022285406225
S3792,Ali,Jones,student2792@university.com,Female,21,Mathematics,74.04,51.92,67.7,90.72,85.99000000000001,52.2,91.01,26.66533333333334,B,20.1,No,No,High School,High,5,8.2,48.278000000000006,17,77.00215559234638
S3793,Ahmed,Williams,student2793@university.com,Female,20,Engineering,40.97,48.44,93.0,55.66,65.52,20.5,99.89,31.389555555555553,C,14.3,Yes,Yes,,High,9,8.2,50.084333333333326,18,84.74762732455542
S3794,Maria,Williams,student2794@university.com,Female,22,Engineering,85.98,47.39,80.35000000000001,73.2,45.88000000000001,55.9,88.71,20.0,C,10.1,No,No,,Low,4,4.3,31.432,3,83.64086374773609
S3795,Liam,Johnson,student2795@university.com,Female,19,CS,55.58,91.78,47.72,79.0,46.68,59.5,61.07,57.478999999999985,D,10.7,Yes,No,PhD,Medium,4,6.0,62.118999999999986,2,75.10340397357724
S3796,John,Brown,student2796@university.com,Male,18,Mathematics,58.89,41.89,34.92,85.28,86.06,92.0,87.4,62.8635,D,16.8,No,No,Bachelor's,High,10,5.4,66.2235,1,81.150302021917
S3797,Maria,Brown,student2797@university.com,Female,20,Mathematics,89.36,98.62,71.0,70.54,43.28,74.2,76.86,68.81200000000001,C,10.4,Yes,No,High School,Medium,9,6.6,72.97200000000001,10,73.26929638709898
S3798,Ali,Williams,student2798@university.com,Female,23,Business,91.79,51.91,68.64999999999999,86.78,90.69999999999999,30.2,72.54,65.41999999999999,C,11.2,No,No,Master's,High,4,6.4,69.17999999999999,19,60.45917630389197
S3799,Ali,Jones,student2799@university.com,Female,19,Mathematics,60.78,46.62,22.049999999999997,56.57,51.31,11.8,96.79,43.009,D,26.8,Yes,Yes,Master's,Low,4,7.3,52.809,17,61.45551392438201
S3800,Liam,Williams,student2800@university.com,Male,19,Engineering,77.72,74.62,27.840000000000003,82.67,42.85,85.3,85.1,51.94550000000001,C,24.5,No,No,High School,Medium,8,5.2,61.70550000000001,12,79.74407577179787
S3801,Emma,Jones,student2801@university.com,Male,23,Mathematics,81.6,44.8,56.760000000000005,91.32,62.55000000000001,84.60000000000001,84.08,58.409000000000006,C,6.4,No,No,Bachelor's,Medium,6,5.1,67.569,1,72.09322386934971
S3802,Maria,Jones,student2802@university.com,Female,21,Engineering,14.41,76.15,90.07000000000001,94.47,52.01,17.5,50.59,66.34750000000001,C,13.0,Yes,Yes,Bachelor's,High,7,7.6,68.6675,12,81.94211447156432
S3803,Maria,Williams,student2803@university.com,Female,21,Business,84.01,91.04,84.55,78.98,43.769999999999996,6.2,93.25,28.57622222222222,B,18.3,No,No,Master's,Medium,4,8.9,50.24433333333333,17,65.08888277628361
S3804,Ali,Smith,student2804@university.com,Male,22,CS,7.83,42.87,31.41,65.64,73.71,71.2,89.67,20.0,D,6.5,Yes,Yes,High School,High,1,8.7,36.59266666666667,3,75.86509700208188
S3805,John,Brown,student2805@university.com,Male,22,Engineering,98.06,87.99,49.309999999999995,58.17,57.470000000000006,72.30000000000001,64.95,54.1545,D,22.1,No,No,Master's,Medium,4,8.0,61.0345,11,80.80447102099531
S3806,Ahmed,Davis,student2806@university.com,Male,19,CS,18.88,63.67,35.47,67.28,68.78999999999999,17.7,64.61,20.0,F,14.6,Yes,Yes,PhD,High,4,4.3,25.514499999999998,17,81.45183061322388
S3807,Omar,Jones,student2807@university.com,Male,24,CS,4.0,49.57,63.68,77.0,54.349999999999994,66.8,52.67,56.5695,D,14.9,Yes,Yes,High School,High,2,5.2,58.8095,3,82.55865482134953
S3808,Ahmed,Jones,student2808@university.com,Female,19,CS,37.18,50.57,78.78999999999999,59.82,46.669999999999995,27.9,52.54,53.919999999999995,D,11.6,No,Yes,Bachelor's,Low,8,7.4,57.12,8,76.5569097571877
S3809,Maria,Smith,student2809@university.com,Male,22,CS,58.05,95.13,81.08000000000001,97.63,62.07000000000001,26.1,83.43,77.617,B,13.3,No,No,Master's,Low,5,5.5,80.777,4,83.94485062523461
S3810,Ahmed,Davis,student2810@university.com,Female,23,Engineering,65.56,46.64,49.14,94.86,54.51,32.5,59.31,44.858999999999995,D,26.5,No,Yes,,High,9,6.0,55.25899999999999,7,70.94204089832505
S3811,Ali,Johnson,student2811@university.com,Female,22,Business,2.75,92.01,25.909999999999997,51.65,68.42999999999999,52.0,96.18,20.0,C,24.7,No,Yes,,High,5,8.8,38.925,14,74.97512042450056
S3812,Ali,Smith,student2812@university.com,Male,19,Mathematics,8.55,72.65,35.20000000000001,78.1,47.370000000000005,80.39999999999999,92.12,20.0,C,28.4,No,Yes,PhD,High,4,4.4,24.906750000000002,14,74.45591839356727
S3813,Liam,Davis,student2813@university.com,Male,20,Engineering,31.65,42.34,80.81,89.47,74.00999999999999,49.900000000000006,67.44,20.90844444444444,C,22.5,Yes,Yes,,Low,3,8.3,42.702666666666666,4,81.01676879202499
S3814,Maria,Smith,student2814@university.com,Male,19,Business,65.37,67.87,40.260000000000005,62.27,42.25000000000001,29.8,69.0,20.0,D,19.4,No,Yes,PhD,Low,10,4.3,23.606499999999997,16,84.01132293171712
S3815,Liam,Jones,student2815@university.com,Male,20,Mathematics,90.69,89.05,50.47,76.19,44.480000000000004,88.4,66.36,60.5115,D,11.5,No,No,PhD,Medium,10,5.7,64.8715,1,81.40318683391344
S3816,Maria,Brown,student2816@university.com,Female,20,CS,22.13,83.57,73.61000000000001,70.3,46.739999999999995,5.5,54.62,55.538,D,21.7,Yes,Yes,Bachelor's,High,1,6.8,61.138,17,76.50334391120937
S3817,Omar,Smith,student2817@university.com,Female,19,Mathematics,72.53,69.33,60.81000000000001,59.83,65.4,79.7,51.57,45.49249999999999,D,27.7,Yes,No,Bachelor's,Medium,7,5.8,57.092499999999994,10,66.0245646702904
S3818,Omar,Johnson,student2818@university.com,Female,24,Mathematics,35.51,91.6,77.13000000000001,80.74,70.37,78.4,72.61,22.68155555555556,B,6.7,No,Yes,High School,Low,9,8.8,47.22233333333334,16,76.49618464148406
S3819,Emma,Williams,student2819@university.com,Male,24,Business,2.91,47.22,60.32999999999999,99.68,54.10999999999999,25.4,97.15,71.0195,C,16.1,Yes,Yes,Master's,High,2,6.5,72.4995,16,80.86365387027264
S3820,Maria,Davis,student2820@university.com,Female,18,Mathematics,82.57,94.6,59.12,68.26,39.78999999999999,19.8,95.86,65.29200000000002,C,8.7,Yes,No,,Medium,4,7.7,71.17200000000001,8,93.40254435816622
S3821,John,Smith,student2821@university.com,Male,22,CS,75.83,90.79,50.36,77.62,66.58,87.5,90.49,64.5395,B,25.3,Yes,No,Master's,Medium,8,7.5,73.37950000000001,7,77.87802389644669
S3822,Ahmed,Smith,student2822@university.com,Female,24,Engineering,99.59,82.5,84.15,66.39,81.24000000000001,55.9,81.43,27.17822222222223,B,20.4,No,No,Master's,High,9,8.2,49.40733333333334,6,76.67342244532956
S3823,Maria,Johnson,student2823@university.com,Male,21,Engineering,52.73,89.07,63.839999999999996,93.85,65.39,4.6000000000000005,92.81,20.0,B,27.0,No,No,PhD,Medium,9,8.3,46.054666666666655,16,79.24400018335866
S3824,Sara,Brown,student2824@university.com,Female,19,Business,74.55,72.63,74.77,93.23,45.019999999999996,89.1,75.75,65.4255,B,6.6,No,No,,Medium,6,6.3,72.9855,16,86.67830550275048
S3825,Emma,Smith,student2825@university.com,Female,20,CS,54.57,80.51,24.71,58.94,55.91,34.900000000000006,59.01,20.0,D,27.6,No,No,Bachelor's,Low,2,8.3,28.547999999999995,7,86.37686703631604
S3826,Sara,Smith,student2826@university.com,Male,19,CS,10.38,73.64,73.51,95.0,73.87,34.2,84.21,68.93350000000001,B,6.7,Yes,Yes,Master's,Low,1,7.3,75.93350000000001,9,75.9590567087593
S3827,Ali,Brown,student2827@university.com,Female,22,Mathematics,69.15,61.33,60.540000000000006,57.58,57.35,64.3,96.03,67.1945,C,12.2,Yes,No,PhD,Medium,4,7.4,69.9145,14,78.75576140504485
S3828,Omar,Johnson,student2828@university.com,Female,23,Business,57.78,74.13,26.6,54.77,61.589999999999996,66.10000000000001,50.98,20.0,F,8.9,Yes,No,Bachelor's,Medium,6,4.9,20.561500000000002,11,84.38106537136173
S3829,Ahmed,Davis,student2829@university.com,Male,24,CS,98.18,55.45,29.049999999999997,82.65,51.16,35.3,62.57,44.165499999999994,F,8.6,Yes,No,PhD,High,2,5.2,51.445499999999996,14,81.54182156315943
S3830,Maria,Davis,student2830@university.com,Male,24,CS,69.06,66.42,70.58999999999999,69.3,51.2,14.3,63.27,56.26950000000001,D,9.3,No,Yes,Master's,Low,6,7.4,61.30950000000001,7,85.80603835879015
S3831,Sara,Smith,student2831@university.com,Male,24,CS,66.81,56.85,55.04,76.54,91.2,55.2,54.95,57.4015,D,17.0,No,No,Master's,High,1,5.3,61.0415,1,77.81716974285168
S3832,Ahmed,Brown,student2832@university.com,Male,20,Engineering,67.56,47.37,75.53,82.63,79.07,62.5,61.27,57.031499999999994,C,24.6,Yes,Yes,Master's,High,6,6.5,65.3115,13,86.31642251184353
S3833,Ali,Smith,student2833@university.com,Male,21,Engineering,0.35,59.31,62.620000000000005,52.64,50.84,86.0,69.2,48.6555,C,27.5,Yes,Yes,,Low,5,6.4,59.3755,3,71.68079813361523
S3834,Omar,Williams,student2834@university.com,Female,21,Engineering,90.78,91.12,30.26,64.65,45.80000000000001,48.4,96.99,59.8515,C,19.2,No,No,,Medium,2,5.2,65.3715,4,71.880973442638
S3835,John,Davis,student2835@university.com,Male,24,Mathematics,81.37,62.86,70.96999999999998,73.05,76.16,64.6,93.01,70.22199999999998,B,8.9,Yes,No,Master's,Medium,4,6.8,75.34199999999998,11,86.39519958229627
S3836,Emma,Jones,student2836@university.com,Female,21,Mathematics,50.01,84.88,38.26,63.33,49.51,5.4,97.3,57.575500000000005,C,7.0,Yes,No,,High,9,6.8,64.2155,2,80.03674787732375
S3837,Ahmed,Williams,student2837@university.com,Female,23,Mathematics,66.63,50.51,55.75,52.45,48.830000000000005,89.5,56.03,20.0,F,17.4,Yes,Yes,PhD,High,2,4.6,24.654249999999998,14,84.60407932939998
S3838,Ahmed,Smith,student2838@university.com,Male,24,CS,87.34,65.47,60.279999999999994,54.33,51.879999999999995,32.7,51.4,44.102999999999994,D,24.1,Yes,No,PhD,Medium,5,5.9,52.702999999999996,12,80.49735479054576
S3839,John,Johnson,student2839@university.com,Female,18,Engineering,75.49,46.89,80.67999999999999,90.09,64.80999999999999,63.2,55.49,59.41299999999998,C,20.5,Yes,No,High School,High,3,5.8,65.25299999999999,17,70.54601179687303
S3840,Ahmed,Davis,student2840@university.com,Female,20,CS,44.74,48.32,59.53,95.57,47.029999999999994,91.6,95.71,69.36599999999999,C,19.6,No,Yes,Bachelor's,Medium,2,6.8,73.28599999999999,12,73.35989570437887
